0,youngmale1,bank3,hammer1,gang_3,gang_1,right,correct,2025-01-17 13:07:31.550554
1,oldmale2,bank1,hammer2,gang_1,gang_3,left,incorrect,2025-01-17 13:08:02.475552
2,oldfemale2,house2,hammer1,gang_1,gang_3,left,correct,2025-01-17 13:08:30.075006
3,youngfemale1,storage3,gun2,gang_2,gang_3,left,correct,2025-01-17 13:08:54.660989
4,oldmale1,storage1,hammer2,gang_1,gang_2,left,incorrect,2025-01-17 13:09:22.842030
5,youngmale2,bank4,gun1,gang_3,gang_1,right,incorrect,2025-01-17 13:10:20.774796
6,oldmale1,bank2,hammer1,gang_1,gang_3,left,correct,2025-01-17 13:10:48.990452
7,youngfemale2,storage4,gun2,gang_2,gang_1,right,incorrect,2025-01-17 13:10:58.495448
